sample_id,stage,latency_s,peak_vram_gb,energy_J,is_warmup
1567,nli,1.092960,3.916588,158.619,0
1568,image_search,3.098278,15.348945,413.934,0
1568,reranker,0.000446,16.188573,0.069,0
1568,nli,0.631115,2.096287,73.570,0
1569,image_search,3.237184,15.348945,424.208,0
1569,reranker,0.000536,16.188573,0.070,0
1569,nli,1.403439,5.356703,232.897,0
1570,image_search,2.832486,15.348945,345.740,0
1570,reranker,0.000697,16.188573,0.077,0
1570,nli,2.523481,8.122096,585.151,0
1571,image_search,2.359418,15.348945,309.202,0
1571,reranker,0.000623,16.188573,0.043,0
1571,nli,1.848732,5.836569,374.257,0
1572,image_search,2.361520,15.348945,309.781,0
1572,reranker,0.000583,16.188573,0.069,0
1572,nli,1.644948,5.528926,293.934,0
1573,image_search,2.361576,15.348945,323.229,0
1573,reranker,0.000616,16.188573,0.067,0
1573,nli,2.249921,8.170691,511.676,0
1574,image_search,2.363002,15.348945,288.954,0
1574,reranker,0.000616,16.188573,0.054,0
1574,nli,1.099644,3.433408,158.813,0
1575,image_search,2.362382,15.348945,290.278,0
1575,reranker,0.000466,16.188573,0.074,0
1575,nli,1.948898,6.708400,405.900,0
1576,image_search,2.463672,15.348945,332.450,0
1576,reranker,0.000582,16.188573,0.042,0
1576,nli,1.298909,4.288447,196.061,0
1577,image_search,2.338886,15.348945,309.573,0
1577,reranker,0.000559,16.188573,0.038,0
1577,nli,1.580104,6.287344,294.797,0
1578,image_search,2.318040,15.348945,284.991,0
1578,reranker,0.000574,16.188573,0.065,0
1578,nli,1.335120,4.288447,198.526,0
1579,image_search,2.355472,15.348945,309.737,0
1579,reranker,0.000583,16.188573,0.066,0
1579,nli,1.586540,5.042906,283.051,0
1580,image_search,3.040490,15.348945,362.990,0
1580,reranker,0.000571,16.188573,0.070,0
1580,nli,0.917100,3.317394,122.329,0
1581,image_search,3.252001,15.348945,386.258,0
1581,reranker,0.000544,16.188573,0.061,0
1581,nli,1.316727,5.125892,194.799,0
1582,image_search,3.059656,15.348945,399.735,0
1582,reranker,0.000613,16.188573,0.066,0
1582,nli,1.365889,4.209355,219.939,0
1583,image_search,3.138782,15.348945,378.838,0
1583,reranker,0.000555,16.188573,0.051,0
1583,nli,1.626762,5.517365,291.808,0
1584,image_search,3.049658,15.348945,362.153,0
1584,reranker,0.000547,16.188573,0.047,0
1584,nli,1.058070,3.231329,137.734,0
1585,image_search,2.915490,15.348945,394.672,0
1585,reranker,0.000696,16.188573,0.081,0
1585,nli,1.732498,5.757730,321.554,0
1586,image_search,2.312392,15.348945,311.917,0
1586,reranker,0.000570,16.188573,0.066,0
1586,nli,1.745965,5.517365,354.558,0
1587,image_search,2.324081,15.348945,281.474,0
1587,reranker,0.000589,16.188573,0.037,0
1587,nli,2.288309,9.972648,493.137,0
1588,image_search,2.320137,15.348945,315.126,0
1588,reranker,0.000498,16.188573,0.035,0
1588,nli,0.999076,3.677538,131.974,0
1589,image_search,2.315727,15.348945,312.020,0
1589,reranker,0.000550,16.188573,0.032,0
1589,nli,2.393840,9.972648,507.052,0
1590,image_search,2.402932,15.348945,293.117,0
1590,reranker,0.000538,16.188573,0.042,0
1590,nli,0.883673,3.138333,123.611,0
1591,image_search,2.391527,15.348945,295.831,0
1591,reranker,0.000493,16.188573,0.034,0
1591,nli,1.034313,3.617341,147.396,0
1592,image_search,2.369203,15.348945,319.333,0
1592,reranker,0.000543,16.188573,0.058,0
1592,nli,3.123775,9.972648,760.880,0
1593,image_search,2.323134,15.348945,313.716,0
1593,reranker,0.000585,16.188573,0.063,0
1593,nli,1.327310,4.806193,195.337,0
1594,image_search,2.439991,15.348945,298.320,0
1594,reranker,0.000545,16.188573,0.030,0
1594,nli,1.022850,3.641346,139.362,0
1595,image_search,2.459172,15.348945,329.707,0
1595,reranker,0.000432,16.188573,0.072,0
1595,nli,0.930856,3.365660,131.967,0
1596,image_search,2.868540,15.348945,386.031,0
1596,reranker,0.000577,16.188573,0.048,0
1596,nli,3.097588,9.972648,774.413,0
1597,image_search,4.482591,15.348945,532.305,0
1597,reranker,0.000633,16.188573,0.062,0
1597,nli,1.305136,4.677825,216.435,0
1598,image_search,3.912491,15.348945,515.017,0
1598,reranker,0.000495,16.188573,0.025,0
1598,nli,0.498578,1.850548,50.709,0
1599,image_search,3.809686,15.348945,448.302,0
1599,reranker,0.000649,16.188573,0.046,0
1599,nli,0.530651,2.091156,61.809,0
1600,image_search,3.614868,15.348945,430.695,0
1600,reranker,0.000587,16.188573,0.037,0
1600,nli,1.108287,3.542021,160.132,0
1601,image_search,3.203058,15.348945,421.690,0
1601,reranker,0.000628,16.188573,0.049,0
1601,nli,1.186871,3.926508,188.841,0
1602,image_search,2.822396,15.348945,379.088,0
1602,reranker,0.000512,16.188573,0.051,0
1602,nli,0.670268,2.183051,81.165,0
1603,image_search,2.869710,15.348945,387.628,0
1603,reranker,0.000611,16.188573,0.053,0
1603,nli,3.142685,9.972648,766.280,0
1604,image_search,2.809249,15.348945,335.662,0
1604,reranker,0.000534,16.188573,0.027,0
1604,nli,0.403881,1.535608,45.476,0
1605,image_search,3.404566,15.348945,402.348,0
1605,reranker,0.000630,16.188573,0.081,0
1605,nli,1.849129,5.640587,370.214,0
1606,image_search,3.200869,15.348945,385.472,0
1606,reranker,0.000606,16.188573,0.071,0
1606,nli,1.970186,7.989392,425.934,0
1607,image_search,2.353973,15.348945,289.320,0
1607,reranker,0.000579,16.188573,0.040,0
1607,nli,0.317351,1.278518,33.378,0
1608,image_search,2.349227,15.348945,283.087,0
1608,reranker,0.000507,16.188573,0.082,0
1608,nli,3.175649,9.972648,812.896,0
1609,image_search,2.485056,15.348945,328.275,0
1609,reranker,0.000549,16.188573,0.069,0
1609,nli,1.472311,5.137543,244.796,0
1610,image_search,3.221401,15.348945,398.220,0
1610,reranker,0.000550,16.188573,0.044,0
1610,nli,1.857252,6.708400,366.210,0
1611,image_search,3.245250,15.348945,426.981,0
1611,reranker,0.000584,16.188573,0.040,0
1611,nli,0.674607,2.243062,86.654,0
1612,image_search,3.110748,15.348945,373.294,0
1612,reranker,0.000663,16.188573,0.047,0
1612,nli,1.132725,4.414800,165.801,0
1613,image_search,3.125504,15.348945,418.932,0
1613,reranker,0.000573,16.188573,0.038,0
1613,nli,3.100187,9.972648,786.173,0
1614,image_search,3.343632,15.348945,413.417,0
1614,reranker,0.000552,16.188573,0.064,0
1614,nli,1.171689,3.988966,159.641,0
1615,image_search,2.547250,15.348945,314.080,0
1615,reranker,0.000583,16.188573,0.041,0
1615,nli,0.918250,3.595240,123.788,0
1616,image_search,2.437779,15.348945,324.734,0
1616,reranker,0.000550,16.188573,0.037,0
1616,nli,0.911881,3.327508,126.474,0
1617,image_search,2.406152,15.348945,318.350,0
1617,reranker,0.000552,16.188573,0.055,0
1617,nli,1.956998,6.822789,387.099,0
1618,image_search,2.315541,15.348945,311.030,0
1618,reranker,0.000545,16.188573,0.036,0
1618,nli,0.625263,2.206118,69.305,0
1619,image_search,2.322916,15.348945,311.974,0
1619,reranker,0.000530,16.188573,0.051,0
1619,nli,1.471868,5.757730,256.468,0
1620,image_search,2.346998,15.348945,307.691,0
1620,reranker,0.000637,16.188573,0.041,0
1620,nli,1.020193,3.578114,140.189,0
1621,image_search,2.332442,15.348945,308.601,0
1621,reranker,0.000558,16.188573,0.101,0
1621,nli,0.717467,2.321444,87.945,0
1622,image_search,2.327341,15.348945,310.515,0
1622,reranker,0.000581,16.188573,0.106,0
1622,nli,3.187731,9.972648,766.579,0
1623,image_search,2.367611,15.348945,294.598,0
1623,reranker,0.000523,16.188573,0.062,0
1623,nli,3.119423,9.972648,784.819,0
1624,image_search,2.406039,15.348945,290.007,0
1624,reranker,0.000681,16.188573,0.068,0
1624,nli,1.217734,3.220189,176.702,0
1625,image_search,2.393115,15.348945,321.342,0
1625,reranker,0.000725,16.188573,0.061,0
1625,nli,2.385706,9.972648,536.691,0
1626,image_search,2.402775,15.348945,319.207,0
1626,reranker,0.000584,16.188573,0.105,0
1626,nli,2.909896,9.124835,692.772,0
1627,image_search,2.403015,15.348945,300.868,0
1627,reranker,0.000623,16.188573,0.115,0
1627,nli,2.669906,9.972648,628.075,0
1628,image_search,2.708027,15.348945,361.197,0
1628,reranker,0.000610,16.188573,0.075,0
1628,nli,3.197878,9.972648,810.414,0
1629,image_search,3.312521,15.348945,447.899,0
1629,reranker,0.000596,16.188573,0.106,0
1629,nli,1.705236,5.836569,340.791,0
1630,image_search,3.218341,15.348945,432.123,0
1630,reranker,0.000624,16.188573,0.116,0
1630,nli,1.671783,5.836569,301.628,0
1631,image_search,3.216620,15.348945,431.622,0
1631,reranker,0.000634,16.188573,0.070,0
1631,nli,1.063473,3.522695,147.562,0
1632,image_search,3.163139,15.348945,425.001,0
1632,reranker,0.000578,16.188573,0.102,0
1632,nli,1.743317,6.098354,315.290,0
1633,image_search,2.807469,15.348945,372.040,0
1633,reranker,0.000544,16.188573,0.071,0
1633,nli,1.634273,5.721833,292.625,0
1634,image_search,2.382042,15.348945,319.819,0
1634,reranker,0.000535,16.188573,0.085,0
1634,nli,1.736496,6.098354,357.908,0
1635,image_search,2.375938,15.348945,290.454,0
1635,reranker,0.000543,16.188573,0.032,0
1635,nli,1.169401,3.677538,183.493,0
1636,image_search,2.406904,15.348945,317.193,0
1636,reranker,0.000615,16.188573,0.109,0
1636,nli,1.776584,5.434867,343.014,0
1637,image_search,2.381859,15.348945,319.186,0
1637,reranker,0.000633,16.188573,0.080,0
1637,nli,1.596790,6.232612,298.053,0
1638,image_search,2.393677,15.348945,319.402,0
1638,reranker,0.000563,16.188573,0.098,0
1638,nli,1.830115,5.721833,363.183,0
1639,image_search,2.334358,15.348945,286.766,0
1639,reranker,0.000609,16.188573,0.102,0
1639,nli,0.955243,3.433408,134.380,0
1640,image_search,2.392130,15.348945,317.636,0
1640,reranker,0.000561,16.188573,0.091,0
1640,nli,1.601590,6.098354,304.252,0
1641,image_search,2.397321,15.348945,291.561,0
1641,reranker,0.000566,16.188573,0.039,0
1641,nli,1.243168,4.398234,199.406,0
1642,image_search,2.437514,15.348945,324.151,0
1642,reranker,0.000612,16.188573,0.113,0
1642,nli,1.494717,4.055414,235.476,0
1643,image_search,2.401699,15.348945,315.405,0
1643,reranker,0.000682,16.188573,0.123,0
1643,nli,1.726349,6.122845,338.166,0
1644,image_search,3.139649,15.348945,384.532,0
1644,reranker,0.000607,16.188573,0.048,0
1644,nli,2.660194,9.972648,616.027,0
1645,image_search,3.361507,15.348945,445.746,0
1645,reranker,0.000608,16.188573,0.072,0
1645,nli,1.964586,6.678950,402.754,0
1646,image_search,3.165658,15.348945,384.232,0
1646,reranker,0.000584,16.188573,0.045,0
1646,nli,1.498408,4.536687,254.872,0
1647,image_search,3.232711,15.348945,432.873,0
1647,reranker,0.000643,16.188573,0.114,0
1647,nli,1.698953,5.721833,333.842,0
1648,image_search,3.273506,15.348945,432.674,0
1648,reranker,0.000559,16.188573,0.038,0
1648,nli,1.147104,4.157702,166.600,0
1649,image_search,2.423321,15.348945,297.836,0
1649,reranker,0.000650,16.188573,0.082,0
1649,nli,1.729527,5.721833,351.196,0
1650,image_search,2.423452,15.348945,298.745,0
1650,reranker,0.000642,16.188573,0.081,0
1650,nli,1.791889,5.836569,332.582,0
1651,image_search,2.422745,15.348945,321.447,0
1651,reranker,0.000581,16.188573,0.074,0
1651,nli,3.109312,9.972648,723.816,0
1652,image_search,2.420474,15.348945,319.463,0
1652,reranker,0.000694,16.188573,0.082,0
1652,nli,1.530975,5.721833,275.503,0
1653,image_search,2.421997,15.348945,324.468,0
1653,reranker,0.000552,16.188573,0.058,0
1653,nli,1.830164,6.276259,377.121,0
1654,image_search,2.420294,15.348945,322.004,0
1654,reranker,0.000602,16.188573,0.077,0
1654,nli,1.624068,5.505631,298.382,0
1655,image_search,2.383109,15.348945,291.323,0
1655,reranker,0.000617,16.188573,0.075,0
1655,nli,3.067708,9.972648,724.148,0
1656,image_search,2.423366,15.348945,298.698,0
1656,reranker,0.000603,16.188573,0.076,0
1656,nli,1.772198,6.122845,319.233,0
1657,image_search,2.420583,15.348945,299.073,0
1657,reranker,0.000685,16.188573,0.129,0
1657,nli,0.839598,2.969655,101.464,0
1658,image_search,2.397061,15.348945,313.978,0
1658,reranker,0.000569,16.188573,0.101,0
1658,nli,1.700472,5.721833,308.957,0
1659,image_search,2.402094,15.348945,316.655,0
1659,reranker,0.000601,16.188573,0.111,0
1659,nli,1.678745,5.721833,316.253,0
1660,image_search,2.926039,15.348945,357.411,0
1660,reranker,0.000593,16.188573,0.079,0
1660,nli,3.102108,9.972648,768.469,0
1661,image_search,3.631974,15.348945,432.206,0
1661,reranker,0.000571,16.188573,0.038,0
1661,nli,0.755722,2.375085,94.103,0
1662,image_search,3.032889,15.348945,406.935,0
1662,reranker,0.000669,16.188573,0.080,0
1662,nli,1.803592,5.836569,352.793,0
1663,image_search,3.273196,15.348945,439.784,0
1663,reranker,0.000581,16.188573,0.071,0
1663,nli,1.736625,4.908071,345.776,0
1664,image_search,3.360624,15.348945,445.385,0
1664,reranker,0.000541,16.188573,0.071,0
1664,nli,2.176520,7.136536,471.661,0
1665,image_search,2.413688,15.348945,300.513,0
1665,reranker,0.000590,16.188573,0.066,0
1665,nli,3.088304,9.972648,786.966,0
1666,image_search,2.380566,15.348945,297.035,0
1666,reranker,0.000582,16.188573,0.041,0
1666,nli,2.140848,6.784942,466.583,0
1667,image_search,2.400297,15.348945,288.427,0
1667,reranker,0.000573,16.188573,0.072,0
1667,nli,1.544978,5.721833,264.887,0
1668,image_search,2.460525,15.348945,325.465,0
1668,reranker,0.000741,16.188573,0.100,0
1668,nli,1.660797,5.836569,331.354,0
1669,image_search,2.425616,15.348945,297.209,0
1669,reranker,0.000545,16.188573,0.034,0
1669,nli,0.817461,2.571443,104.586,0
1670,image_search,2.425977,15.348945,302.217,0
1670,reranker,0.000576,16.188573,0.070,0
1670,nli,1.200613,3.901423,174.158,0
1671,image_search,2.426673,15.348945,304.892,0
1671,reranker,0.000623,16.188573,0.076,0
1671,nli,1.803253,5.836569,337.579,0
1672,image_search,2.431440,15.348945,327.279,0
1672,reranker,0.000592,16.188573,0.109,0
1672,nli,2.702413,9.972648,636.649,0
1673,image_search,2.428174,15.348945,322.497,0
1673,reranker,0.000554,16.188573,0.100,0
1673,nli,1.523258,5.721833,261.607,0
1674,image_search,2.427583,15.348945,326.232,0
1674,reranker,0.000579,16.188573,0.063,0
1674,nli,2.851955,9.972648,675.685,0
1675,image_search,3.386521,15.348945,453.468,0
1675,reranker,0.000547,16.188573,0.099,0
1675,nli,1.692236,5.836569,315.459,0
1676,image_search,3.354002,15.348945,445.290,0
1676,reranker,0.000563,16.188573,0.107,0
1676,nli,1.794451,6.122845,332.984,0
1677,image_search,3.222893,15.348945,385.658,0
1677,reranker,0.000582,16.188573,0.075,0
1677,nli,1.804528,5.836569,330.205,0
1678,image_search,3.348507,15.348945,445.577,0
1678,reranker,0.000567,16.188573,0.073,0
1678,nli,2.539313,9.972648,581.537,0
1679,image_search,2.876683,15.348945,350.943,0
1679,reranker,0.000574,16.188573,0.070,0
1679,nli,1.667562,5.335458,288.316,0
1680,image_search,2.374249,15.348945,318.086,0
1680,reranker,0.000558,16.188573,0.076,0
1680,nli,1.778931,5.836569,325.559,0
1681,image_search,2.355832,15.348945,308.298,0
1681,reranker,0.000571,16.188573,0.076,0
1681,nli,1.640990,5.721833,300.105,0
1682,image_search,2.383430,15.348945,293.555,0
1682,reranker,0.000568,16.188573,0.074,0
1682,nli,1.673383,5.721833,329.071,0
1683,image_search,2.363928,15.348945,312.873,0
1683,reranker,0.000622,16.188573,0.084,0
1683,nli,3.122434,9.972648,784.029,0
1684,image_search,2.424686,15.348945,327.706,0
1684,reranker,0.000568,16.188573,0.069,0
1684,nli,1.418817,5.721833,214.404,0
1685,image_search,2.356332,15.348945,310.407,0
1685,reranker,0.000541,16.188573,0.074,0
1685,nli,1.885812,6.122845,371.627,0
1686,image_search,2.353932,15.348945,310.377,0
1686,reranker,0.000563,16.188573,0.042,0
1686,nli,3.111709,9.972648,737.791,0
1687,image_search,2.392835,15.348945,318.076,0
1687,reranker,0.000642,16.188573,0.076,0
1687,nli,1.643175,5.721833,306.577,0
1688,image_search,2.426760,15.348945,325.459,0
1688,reranker,0.000560,16.188573,0.061,0
1688,nli,1.321784,4.536687,197.765,0
1689,image_search,2.446928,15.348945,304.515,0
1689,reranker,0.000553,16.188573,0.029,0
1689,nli,2.722427,9.972648,677.232,0
1690,image_search,2.833344,15.348945,352.698,0
1690,reranker,0.000517,16.188573,0.020,0
1690,nli,0.539236,1.794545,66.323,0
1691,image_search,3.144094,15.348945,377.555,0
1691,reranker,0.000597,16.188573,0.039,0
1691,nli,1.008815,3.667610,143.751,0
1692,image_search,3.031081,15.348945,407.578,0
1692,reranker,0.000552,16.188573,0.073,0
1692,nli,1.858722,5.798913,363.475,0
1693,image_search,3.312581,15.348945,447.218,0
1693,reranker,0.000527,16.188573,0.037,0
1693,nli,2.531642,9.972648,586.686,0
1694,image_search,3.244702,15.348945,385.190,0
1694,reranker,0.000608,16.188573,0.078,0
1694,nli,0.494143,1.747630,50.541,0
1695,image_search,3.207225,15.348945,424.779,0
1695,reranker,0.000671,16.188573,0.082,0
1695,nli,2.491146,7.629563,599.976,0
1696,image_search,2.432888,15.348945,300.155,0
1696,reranker,0.000531,16.188573,0.060,0
1696,nli,1.525051,5.936103,298.459,0
1697,image_search,2.448541,15.348945,293.126,0
1697,reranker,0.000574,16.188573,0.039,0
1697,nli,1.036267,3.045658,139.475,0
1698,image_search,2.383676,15.348945,317.850,0
1698,reranker,0.000588,16.188573,0.041,0
1698,nli,0.908196,2.938621,126.687,0
1699,image_search,2.387622,15.348945,322.255,0
1699,reranker,0.000555,16.188573,0.029,0
1699,nli,1.567616,6.122845,283.982,0
1700,image_search,2.440740,15.348945,307.002,0
1700,reranker,0.000601,16.188573,0.048,0
1700,nli,1.276681,4.876075,189.634,0
1701,image_search,2.433143,15.348945,326.920,0
1701,reranker,0.000451,16.188573,0.069,0
1701,nli,3.141914,9.972648,775.917,0
1702,image_search,2.392215,15.348945,292.167,0
1702,reranker,0.000593,16.188573,0.065,0
1702,nli,3.184995,9.972648,785.193,0
1703,image_search,2.443098,15.348945,303.781,0
1703,reranker,0.000614,16.188573,0.074,0
1703,nli,3.131573,9.972648,773.043,0
1704,image_search,2.710878,15.348945,337.185,0
1704,reranker,0.000599,16.188573,0.073,0
1704,nli,2.989596,9.972648,753.709,0
1705,image_search,3.707878,15.348945,459.174,0
1705,reranker,0.000589,16.188573,0.076,0
1705,nli,3.203581,9.972648,782.477,0
1706,image_search,3.419148,15.348945,457.927,0
1706,reranker,0.000576,16.188573,0.071,0
1706,nli,3.134798,9.972648,782.449,0
1707,image_search,3.303519,15.348945,432.094,0
1707,reranker,0.000626,16.188573,0.071,0
1707,nli,3.179265,9.972648,784.228,0
1708,image_search,3.141691,15.348945,419.418,0
1708,reranker,0.001066,16.188573,0.075,0
1708,nli,2.309747,9.972648,508.954,0
1709,image_search,2.315061,15.348945,311.018,0
1709,reranker,0.000578,16.188573,0.070,0
1709,nli,2.413095,8.501748,558.501,0
1710,image_search,2.402500,15.348945,317.005,0
1710,reranker,0.000571,16.188573,0.076,0
1710,nli,1.250597,3.858566,193.732,0
1711,image_search,2.390774,15.348945,298.980,0
1711,reranker,0.000502,16.188573,0.070,0
1711,nli,3.093299,9.972648,760.486,0
1712,image_search,2.446655,15.348945,299.302,0
1712,reranker,0.000551,16.188573,0.040,0
1712,nli,0.974677,3.201419,139.430,0
1713,image_search,2.457007,15.348945,321.985,0
1713,reranker,0.000525,16.188573,0.032,0
1713,nli,1.925694,5.696931,398.242,0
1714,image_search,2.389100,15.348945,314.652,0
1714,reranker,0.000583,16.188573,0.071,0
1714,nli,3.118816,9.972648,763.178,0
1715,image_search,2.387983,15.348945,322.357,0
1715,reranker,0.000559,16.188573,0.038,0
1715,nli,1.665572,5.696931,300.503,0
1716,image_search,2.394780,15.348945,288.895,0
1716,reranker,0.000576,16.188573,0.043,0
1716,nli,3.128983,9.972648,803.559,0
1717,image_search,2.407881,15.348945,313.870,0
1717,reranker,0.000594,16.188573,0.066,0
1717,nli,2.529798,9.972648,594.477,0
1718,image_search,2.451260,15.348945,321.307,0
1718,reranker,0.000510,16.188573,0.030,0
1718,nli,1.829268,7.167654,371.236,0
1719,image_search,3.060063,15.348945,402.599,0
1719,reranker,0.000559,16.188573,0.068,0
1719,nli,3.087770,9.972648,780.358,0
1720,image_search,3.466942,15.348945,463.138,0
1720,reranker,0.000554,16.188573,0.039,0
1720,nli,1.378366,4.908071,214.283,0
1721,image_search,3.128768,15.348945,418.904,0
1721,reranker,0.000533,16.188573,0.032,0
1721,nli,2.291038,9.972648,528.265,0
1722,image_search,3.185726,15.348945,420.736,0
1722,reranker,0.000513,16.188573,0.044,0
1722,nli,0.908050,2.820800,126.396,0
1723,image_search,2.989230,15.348945,384.024,0
1723,reranker,0.000589,16.188573,0.049,0
1723,nli,2.083044,8.007767,454.208,0
1724,image_search,2.694948,15.348945,326.741,0
1724,reranker,0.000580,16.188573,0.024,0
1724,nli,0.993495,3.631262,149.554,0
1725,image_search,2.390825,15.348945,320.231,0
1725,reranker,0.000567,16.188573,0.033,0
1725,nli,1.119497,4.136724,175.814,0
1726,image_search,2.370110,15.348945,318.477,0
1726,reranker,0.000565,16.188573,0.034,0
1726,nli,1.595710,4.765769,294.868,0
1727,image_search,2.361680,15.348945,294.820,0
1727,reranker,0.000536,16.188573,0.038,0
1727,nli,0.644366,2.160664,76.105,0
1728,image_search,2.391685,15.348945,318.501,0
1728,reranker,0.000583,16.188573,0.029,0
1728,nli,2.164566,8.837284,474.943,0
1729,image_search,2.397070,15.348945,320.360,0
1729,reranker,0.000555,16.188573,0.034,0
1729,nli,1.949738,6.531228,402.533,0
1730,image_search,2.388837,15.348945,317.763,0
1730,reranker,0.000560,16.188573,0.027,0
1730,nli,0.706064,2.391459,90.035,0
1731,image_search,2.440801,15.348945,328.291,0
1731,reranker,0.000539,16.188573,0.038,0
1731,nli,1.288719,4.015314,192.128,0
1732,image_search,2.332563,15.348945,300.208,0
1732,reranker,0.000610,16.188573,0.078,0
1732,nli,2.430510,9.972648,558.754,0
1733,image_search,2.328881,15.348945,315.951,0
1733,reranker,0.000581,16.188573,0.075,0
1733,nli,1.238908,3.653244,185.476,0
1734,image_search,2.378789,15.348945,317.340,0
1734,reranker,0.000556,16.188573,0.075,0
1734,nli,3.107852,9.972648,743.192,0
1735,image_search,2.408316,15.348945,316.055,0
1735,reranker,0.000484,16.188573,0.078,0
1735,nli,1.057861,3.677538,156.697,0
1736,image_search,2.315508,15.348945,292.338,0
1736,reranker,0.000537,16.188573,0.066,0
1736,nli,3.091405,9.972648,770.371,0
1737,image_search,2.401893,15.348945,319.188,0
1737,reranker,0.000544,16.188573,0.076,0
1737,nli,1.421869,4.655907,239.264,0
1738,image_search,2.543020,15.348945,305.636,0
1738,reranker,0.000523,16.188573,0.040,0
1738,nli,0.964949,3.128361,129.646,0
1739,image_search,2.680151,15.348945,322.331,0
1739,reranker,0.000577,16.188573,0.071,0
1739,nli,1.239840,3.832076,185.840,0
1740,image_search,2.808274,15.348945,370.412,0
1740,reranker,0.000563,16.188573,0.048,0
1740,nli,0.659678,2.239093,79.213,0
1741,image_search,2.702197,15.348945,327.113,0
1741,reranker,0.000536,16.188573,0.053,0
1741,nli,0.678946,2.366094,79.114,0
1742,image_search,2.694134,15.348945,360.429,0
1742,reranker,0.000531,16.188573,0.032,0
1742,nli,0.915707,3.262547,117.630,0
1743,image_search,2.722479,15.348945,363.905,0
1743,reranker,0.000542,16.188573,0.031,0
1743,nli,2.090572,6.310407,452.214,0
1744,image_search,2.788931,15.348945,339.538,0
1744,reranker,0.000578,16.188573,0.081,0
1744,nli,0.929916,3.262547,121.748,0
1745,image_search,2.744114,15.348945,367.208,0
1745,reranker,0.000603,16.188573,0.111,0
1745,nli,3.162774,9.972648,760.926,0
1746,image_search,2.891551,15.348945,386.311,0
1746,reranker,0.000548,16.188573,0.026,0
1746,nli,1.162217,3.977933,165.245,0
1747,image_search,2.699020,15.348945,358.830,0
1747,reranker,0.000587,16.188573,0.073,0
1747,nli,3.200821,9.972648,772.509,0
1748,image_search,2.938826,15.348945,394.183,0
1748,reranker,0.000563,16.188573,0.071,0
1748,nli,3.147947,9.972648,774.341,0
1749,image_search,2.730044,15.348945,362.857,0
1749,reranker,0.000520,16.188573,0.020,0
1749,nli,1.104745,3.262547,172.605,0
1750,image_search,2.385327,15.348945,313.076,0
1750,reranker,0.000626,16.188573,0.073,0
1750,nli,2.529175,9.972648,583.044,0
1751,image_search,2.329924,15.348945,312.148,0
1751,reranker,0.000575,16.188573,0.046,0
1751,nli,1.445862,4.255742,235.297,0
1752,image_search,2.325575,15.348945,308.361,0
1752,reranker,0.000577,16.188573,0.070,0
1752,nli,3.142319,9.972648,778.244,0
1753,image_search,2.368161,15.348945,290.770,0
1753,reranker,0.000588,16.188573,0.038,0
1753,nli,0.999069,3.262547,143.457,0
1754,image_search,2.382212,15.348945,313.683,0
1754,reranker,0.000528,16.188573,0.040,0
1754,nli,0.615087,2.255848,74.760,0
1755,image_search,2.437865,15.348945,322.351,0
1755,reranker,0.000598,16.188573,0.075,0
1755,nli,3.109697,9.972648,768.006,0
1756,image_search,2.431795,15.348945,301.681,0
1756,reranker,0.000545,16.188573,0.040,0
1756,nli,2.313158,7.921034,528.491,0
1757,image_search,2.366550,15.348945,292.326,0
1757,reranker,0.000610,16.188573,0.077,0
1757,nli,1.593743,5.205235,300.867,0
1758,image_search,2.437848,15.348945,326.553,0
1758,reranker,0.000717,16.188573,0.050,0
1758,nli,2.151534,8.276866,457.319,0
1759,image_search,2.445167,15.348945,321.958,0
1759,reranker,0.000508,16.188573,0.039,0
1759,nli,2.040773,7.600360,403.642,0
1760,image_search,2.434832,15.348945,296.280,0
1760,reranker,0.000595,16.188573,0.033,0
1760,nli,2.450968,8.122096,561.257,0
1761,image_search,2.443148,15.348945,295.136,0
1761,reranker,0.000538,16.188573,0.028,0
1761,nli,0.955058,3.053409,120.898,0
1762,image_search,2.449402,15.348945,322.488,0
1762,reranker,0.000544,16.188573,0.035,0
1762,nli,1.233962,3.907654,194.595,0
1763,image_search,2.413102,15.348945,325.704,0
1763,reranker,0.000454,16.188573,0.076,0
1763,nli,1.895642,6.890200,387.939,0
1764,image_search,2.411768,15.348945,300.405,0
1764,reranker,0.000566,16.188573,0.068,0
1764,nli,3.023740,9.972648,743.886,0
1765,image_search,2.901164,15.348945,386.466,0
1765,reranker,0.000580,16.188573,0.074,0
1765,nli,1.032551,3.152795,137.157,0
1766,image_search,3.268865,15.348945,440.156,0
1766,reranker,0.000557,16.188573,0.032,0
1766,nli,1.871047,6.626826,398.004,0
1767,image_search,3.042679,15.348945,406.071,0
1767,reranker,0.000574,16.188573,0.050,0
1767,nli,0.999264,3.667610,137.525,0
1768,image_search,2.947887,15.348945,390.849,0
1768,reranker,0.000562,16.188573,0.045,0
1768,nli,0.924015,3.595240,123.079,0
1769,image_search,2.934799,15.348945,389.023,0
1769,reranker,0.000577,16.188573,0.039,0
1769,nli,1.001760,3.667610,132.691,0
1770,image_search,2.979495,15.348945,399.664,0
1770,reranker,0.000611,16.188573,0.048,0
1770,nli,3.095127,9.972648,745.541,0
1771,image_search,2.854399,15.348945,379.868,0
1771,reranker,0.000644,16.188573,0.026,0
1771,nli,1.070261,3.701887,137.976,0
1772,image_search,2.405685,15.348945,297.100,0
1772,reranker,0.000627,16.188573,0.041,0
1772,nli,0.910093,3.294802,127.100,0
