sample_id,stage,latency_s,peak_vram_gb,energy_J,is_warmup
4738,nli,2.742517,9.502257,668.336,0
4739,image_search,2.942466,15.348945,387.012,0
4739,reranker,0.000451,16.188573,0.071,0
4739,nli,3.124525,9.972648,776.306,0
4740,image_search,3.188864,15.348945,385.935,0
4740,reranker,0.000555,16.188573,0.071,0
4740,nli,3.149361,9.972648,749.921,0
4741,image_search,2.540414,15.348945,312.233,0
4741,reranker,0.000891,16.188573,0.079,0
4741,nli,3.159998,9.972648,789.416,0
4742,image_search,2.310133,15.348945,295.302,0
4742,reranker,0.000464,16.188573,0.077,0
4742,nli,3.188692,9.972648,771.343,0
4743,image_search,2.316371,15.348945,313.312,0
4743,reranker,0.000511,16.188573,0.069,0
4743,nli,3.102304,9.972648,760.788,0
4744,image_search,2.301823,15.348945,288.110,0
4744,reranker,0.000643,16.188573,0.079,0
4744,nli,2.943953,9.375754,703.640,0
4745,image_search,2.302482,15.348945,306.666,0
4745,reranker,0.000564,16.188573,0.046,0
4745,nli,0.707734,2.179204,88.978,0
4746,image_search,2.322384,15.348945,310.871,0
4746,reranker,0.000641,16.188573,0.080,0
4746,nli,2.602903,9.972648,599.007,0
4747,image_search,2.319947,15.348945,311.486,0
4747,reranker,0.000584,16.188573,0.026,0
4747,nli,0.835933,3.076206,107.419,0
4748,image_search,2.340522,15.348945,312.839,0
4748,reranker,0.000539,16.188573,0.041,0
4748,nli,1.526519,5.568280,258.770,0
4749,image_search,2.291918,15.348945,303.381,0
4749,reranker,0.000582,16.188573,0.070,0
4749,nli,2.859651,9.972648,691.741,0
4750,image_search,2.296106,15.348945,304.233,0
4750,reranker,0.000596,16.188573,0.066,0
4750,nli,2.176716,8.276866,500.186,0
4751,image_search,2.321264,15.348945,290.262,0
4751,reranker,0.000585,16.188573,0.042,0
4751,nli,1.908307,5.597317,406.682,0
4752,image_search,2.322580,15.348945,313.329,0
4752,reranker,0.000637,16.188573,0.034,0
4752,nli,1.204671,3.677538,193.476,0
4753,image_search,2.356664,15.348945,288.541,0
4753,reranker,0.000576,16.188573,0.072,0
4753,nli,2.460211,9.972648,572.278,0
4754,image_search,2.345834,15.348945,311.938,0
4754,reranker,0.000536,16.188573,0.045,0
4754,nli,1.773062,5.663217,374.150,0
4755,image_search,2.615174,15.348945,353.662,0
4755,reranker,0.000588,16.188573,0.076,0
4755,nli,1.226245,3.606777,181.340,0
4756,image_search,3.016587,15.348945,403.827,0
4756,reranker,0.000573,16.188573,0.039,0
4756,nli,1.109474,3.433408,155.483,0
4757,image_search,2.829723,15.348945,342.222,0
4757,reranker,0.000524,16.188573,0.052,0
4757,nli,0.960159,3.084460,124.463,0
4758,image_search,2.917649,15.348945,392.158,0
4758,reranker,0.000595,16.188573,0.073,0
4758,nli,1.733607,5.836569,355.133,0
4759,image_search,2.876573,15.348945,389.205,0
4759,reranker,0.000610,16.188573,0.051,0
4759,nli,2.859446,9.972648,688.725,0
4760,image_search,2.959815,15.348945,393.463,0
4760,reranker,0.000561,16.188573,0.032,0
4760,nli,2.295395,8.470160,513.720,0
4761,image_search,2.904112,15.348945,384.207,0
4761,reranker,0.000558,16.188573,0.044,0
4761,nli,1.892784,7.699152,372.324,0
4762,image_search,2.975850,15.348945,364.749,0
4762,reranker,0.000585,16.188573,0.028,0
4762,nli,1.412503,3.796298,217.146,0
4763,image_search,2.293255,15.348945,305.738,0
4763,reranker,0.000595,16.188573,0.036,0
4763,nli,1.400769,5.008045,233.152,0
4764,image_search,2.277849,15.348945,301.155,0
4764,reranker,0.000592,16.188573,0.044,0
4764,nli,2.375192,8.900435,546.253,0
4765,image_search,2.338162,15.348945,313.813,0
4765,reranker,0.000618,16.188573,0.080,0
4765,nli,3.135139,9.972648,736.206,0
4766,image_search,2.341752,15.348945,310.747,0
4766,reranker,0.000547,16.188573,0.024,0
4766,nli,0.602748,2.045706,69.151,0
4767,image_search,2.307342,15.348945,277.243,0
4767,reranker,0.000576,16.188573,0.031,0
4767,nli,1.331363,4.464346,218.544,0
4768,image_search,2.341533,15.348945,314.909,0
4768,reranker,0.000524,16.188573,0.027,0
4768,nli,0.709860,2.571443,85.761,0
4769,image_search,2.322140,15.348945,300.921,0
4769,reranker,0.000574,16.188573,0.041,0
4769,nli,2.534462,9.972648,542.531,0
4770,image_search,2.365101,15.348945,321.217,0
4770,reranker,0.000600,16.188573,0.080,0
4770,nli,1.040902,3.241055,133.932,0
4771,image_search,2.315556,15.348945,315.061,0
4771,reranker,0.000555,16.188573,0.033,0
4771,nli,3.081074,9.972648,764.963,0
4772,image_search,2.329701,15.348945,309.767,0
4772,reranker,0.000600,16.188573,0.043,0
4772,nli,1.953990,7.015273,383.546,0
4773,image_search,2.284648,15.348945,295.129,0
4773,reranker,0.000598,16.188573,0.048,0
4773,nli,2.778682,9.972648,683.481,0
4774,image_search,2.431835,15.348945,322.801,0
4774,reranker,0.001082,16.188573,0.063,0
4774,nli,1.683770,5.517365,321.320,0
4775,image_search,2.344858,15.348945,287.078,0
4775,reranker,0.000536,16.188573,0.042,0
4775,nli,2.327252,6.692463,494.155,0
4776,image_search,2.342549,15.348945,314.483,0
4776,reranker,0.000564,16.188573,0.034,0
4776,nli,3.035438,9.972648,744.810,0
4777,image_search,2.347802,15.348945,286.669,0
4777,reranker,0.000586,16.188573,0.027,0
4777,nli,3.070416,9.972648,777.145,0
4778,image_search,2.284689,15.348945,303.654,0
4778,reranker,0.000587,16.188573,0.075,0
4778,nli,3.152655,9.972648,777.275,0
4779,image_search,2.355863,15.348945,296.997,0
4779,reranker,0.000558,16.188573,0.032,0
4779,nli,1.971362,5.836569,434.206,0
4780,image_search,2.670850,15.348945,360.637,0
4780,reranker,0.000588,16.188573,0.057,0
4780,nli,2.753628,9.972648,664.445,0
4781,image_search,3.049511,15.348945,407.805,0
4781,reranker,0.000943,16.188573,0.049,0
4781,nli,2.279720,6.864097,519.568,0
4782,image_search,2.934152,15.348945,357.898,0
4782,reranker,0.000539,16.188573,0.038,0
4782,nli,2.664608,9.972648,654.752,0
4783,image_search,2.921353,15.348945,358.165,0
4783,reranker,0.000501,16.188573,0.044,0
4783,nli,1.336483,4.245750,219.322,0
4784,image_search,2.834822,15.348945,346.037,0
4784,reranker,0.000579,16.188573,0.029,0
4784,nli,1.262185,5.054811,203.645,0
4785,image_search,2.803621,15.348945,370.438,0
4785,reranker,0.000560,16.188573,0.029,0
4785,nli,1.406565,4.476576,216.186,0
4786,image_search,2.824899,15.348945,341.694,0
4786,reranker,0.000560,16.188573,0.028,0
4786,nli,2.312773,9.972648,502.026,0
4787,image_search,2.977126,15.348945,399.727,0
4787,reranker,0.000518,16.188573,0.027,0
4787,nli,1.582914,5.446332,267.408,0
4788,image_search,2.315289,15.348945,313.177,0
4788,reranker,0.000566,16.188573,0.030,0
4788,nli,3.078064,9.972648,772.034,0
4789,image_search,2.415246,15.348945,320.740,0
4789,reranker,0.000562,16.188573,0.031,0
4789,nli,2.354538,9.972648,529.011,0
4790,image_search,2.323488,15.348945,285.728,0
4790,reranker,0.000532,16.188573,0.038,0
4790,nli,0.587885,1.999433,63.706,0
4791,image_search,2.319997,15.348945,311.814,0
4791,reranker,0.000528,16.188573,0.032,0
4791,nli,0.655293,2.243062,79.082,0
4792,image_search,2.348469,15.348945,287.001,0
4792,reranker,0.000517,16.188573,0.035,0
4792,nli,1.935215,7.699152,385.432,0
4793,image_search,2.301771,15.348945,284.482,0
4793,reranker,0.000526,16.188573,0.042,0
4793,nli,1.653319,5.227213,323.801,0
4794,image_search,2.336748,15.348945,290.307,0
4794,reranker,0.000604,16.188573,0.080,0
4794,nli,1.802497,6.920132,337.864,0
4795,image_search,2.348473,15.348945,310.060,0
4795,reranker,0.000499,16.188573,0.037,0
4795,nli,1.381557,5.457939,216.718,0
4796,image_search,2.404087,15.348945,295.212,0
4796,reranker,0.000520,16.188573,0.070,0
4796,nli,3.142207,9.972648,758.663,0
4797,image_search,2.281242,15.348945,308.909,0
4797,reranker,0.000510,16.188573,0.034,0
4797,nli,1.258949,4.453339,191.553,0
4798,image_search,2.282393,15.348945,283.157,0
4798,reranker,0.000530,16.188573,0.042,0
4798,nli,1.301368,4.148352,195.483,0
4799,image_search,2.291395,15.348945,279.979,0
4799,reranker,0.000535,16.188573,0.024,0
4799,nli,0.937355,3.775677,123.420,0
4800,image_search,2.356770,15.348945,288.055,0
4800,reranker,0.000535,16.188573,0.033,0
4800,nli,3.016768,9.550088,735.247,0
4801,image_search,2.377296,15.348945,295.243,0
4801,reranker,0.000522,16.188573,0.032,0
4801,nli,1.118751,3.572298,173.713,0
4802,image_search,2.717740,15.348945,358.965,0
4802,reranker,0.000541,16.188573,0.028,0
4802,nli,1.574742,4.677825,272.012,0
4803,image_search,2.908292,15.348945,351.407,0
4803,reranker,0.000571,16.188573,0.042,0
4803,nli,1.531600,5.757730,271.874,0
4804,image_search,2.981170,15.348945,400.188,0
4804,reranker,0.000557,16.188573,0.029,0
4804,nli,0.920240,3.076206,125.511,0
4805,image_search,2.823573,15.348945,340.801,0
4805,reranker,0.000554,16.188573,0.027,0
4805,nli,1.825294,6.903490,354.360,0
4806,image_search,2.907708,15.348945,381.574,0
4806,reranker,0.000609,16.188573,0.073,0
4806,nli,3.107323,9.972648,756.488,0
4807,image_search,3.040483,15.348945,409.469,0
4807,reranker,0.000584,16.188573,0.073,0
4807,nli,1.279964,4.423839,194.362,0
4808,image_search,2.921995,15.348945,392.679,0
4808,reranker,0.000542,16.188573,0.026,0
4808,nli,0.520888,2.115199,62.520,0
4809,image_search,2.812811,15.348945,379.872,0
4809,reranker,0.000641,16.188573,0.080,0
4809,nli,1.561243,4.667288,269.773,0
4810,image_search,2.348730,15.348945,283.946,0
4810,reranker,0.000647,16.188573,0.076,0
4810,nli,3.110143,9.972648,735.744,0
4811,image_search,2.354485,15.348945,309.239,0
4811,reranker,0.000528,16.188573,0.041,0
4811,nli,1.955755,5.401081,434.640,0
4812,image_search,2.337995,15.348945,302.557,0
4812,reranker,0.000544,16.188573,0.042,0
4812,nli,0.666179,2.422220,84.529,0
4813,image_search,2.356696,15.348945,290.083,0
4813,reranker,0.000546,16.188573,0.035,0
4813,nli,1.480361,6.042632,260.971,0
4814,image_search,2.361604,15.348945,295.039,0
4814,reranker,0.000543,16.188573,0.042,0
4814,nli,0.886320,2.888874,118.865,0
4815,image_search,2.363310,15.348945,318.669,0
4815,reranker,0.000561,16.188573,0.026,0
4815,nli,1.330217,4.844709,226.128,0
4816,image_search,2.298172,15.348945,303.189,0
4816,reranker,0.000610,16.188573,0.049,0
4816,nli,1.791113,5.125892,361.002,0
4817,image_search,2.350313,15.348945,310.165,0
4817,reranker,0.000572,16.188573,0.075,0
4817,nli,0.780160,2.362629,100.491,0
4818,image_search,2.291187,15.348945,304.107,0
4818,reranker,0.000563,16.188573,0.028,0
4818,nli,1.388829,4.854359,244.380,0
4819,image_search,2.292990,15.348945,302.731,0
4819,reranker,0.000566,16.188573,0.041,0
4819,nli,3.107655,9.972648,765.001,0
4820,image_search,2.363630,15.348945,319.337,0
4820,reranker,0.000536,16.188573,0.043,0
4820,nli,0.885226,3.253628,116.993,0
4821,image_search,2.381996,15.348945,319.946,0
4821,reranker,0.000558,16.188573,0.042,0
4821,nli,0.402100,1.612895,38.580,0
4822,image_search,2.355421,15.348945,309.819,0
4822,reranker,0.000563,16.188573,0.034,0
4822,nli,1.042275,3.820551,147.782,0
4823,image_search,2.329657,15.348945,291.025,0
4823,reranker,0.000536,16.188573,0.035,0
4823,nli,1.026427,3.901423,152.737,0
4824,image_search,2.346434,15.348945,308.927,0
4824,reranker,0.000526,16.188573,0.030,0
4824,nli,0.780213,2.694193,102.912,0
4825,image_search,2.385424,15.348945,317.537,0
4825,reranker,0.000544,16.188573,0.039,0
4825,nli,2.465218,8.097432,551.063,0
4826,image_search,2.384237,15.348945,314.804,0
4826,reranker,0.000538,16.188573,0.041,0
4826,nli,2.715958,9.972648,666.131,0
4827,image_search,2.893327,15.348945,384.709,0
4827,reranker,0.000566,16.188573,0.047,0
4827,nli,2.183281,9.124835,475.736,0
4828,image_search,2.955612,15.348945,390.477,0
4828,reranker,0.000569,16.188573,0.050,0
4828,nli,2.210786,8.991115,463.279,0
4829,image_search,3.002697,15.348945,363.606,0
4829,reranker,0.000881,16.188573,0.029,0
4829,nli,1.061926,3.187446,141.899,0
4830,image_search,2.766420,15.348945,375.943,0
4830,reranker,0.000564,16.188573,0.031,0
4830,nli,0.954167,2.938621,122.674,0
4831,image_search,2.826273,15.348945,355.308,0
4831,reranker,0.000549,16.188573,0.076,0
4831,nli,2.015340,6.822789,403.236,0
4832,image_search,2.933577,15.348945,358.524,0
4832,reranker,0.000564,16.188573,0.078,0
4832,nli,3.125974,9.972648,765.317,0
4833,image_search,3.119024,15.348945,382.848,0
4833,reranker,0.000567,16.188573,0.045,0
4833,nli,1.178492,3.968318,170.118,0
4834,image_search,2.470979,15.348945,327.952,0
4834,reranker,0.000609,16.188573,0.061,0
4834,nli,2.717675,9.972648,635.019,0
4835,image_search,2.320793,15.348945,315.254,0
4835,reranker,0.000578,16.188573,0.074,0
4835,nli,2.514022,7.773342,589.155,0
4836,image_search,2.397515,15.348945,321.163,0
4836,reranker,0.000612,16.188573,0.077,0
4836,nli,3.087127,9.972648,771.296,0
4837,image_search,2.345773,15.348945,287.798,0
4837,reranker,0.000577,16.188573,0.044,0
4837,nli,2.448353,9.972648,526.115,0
4838,image_search,2.381603,15.348945,320.872,0
4838,reranker,0.000533,16.188573,0.034,0
4838,nli,1.692416,5.081409,314.710,0
4839,image_search,2.378784,15.348945,317.279,0
4839,reranker,0.000613,16.188573,0.041,0
4839,nli,2.352027,7.921034,528.657,0
4840,image_search,2.395074,15.348945,316.395,0
4840,reranker,0.000563,16.188573,0.046,0
4840,nli,1.912742,7.304459,364.668,0
4841,image_search,2.395132,15.348945,320.352,0
4841,reranker,0.000588,16.188573,0.046,0
4841,nli,2.529505,9.972648,591.458,0
4842,image_search,2.312643,15.348945,313.884,0
4842,reranker,0.000546,16.188573,0.046,0
4842,nli,3.107767,9.972648,741.762,0
4843,image_search,2.327297,15.348945,287.633,0
4843,reranker,0.000570,16.188573,0.069,0
4843,nli,3.029854,9.972648,727.380,0
4844,image_search,2.321536,15.348945,315.062,0
4844,reranker,0.000526,16.188573,0.072,0
4844,nli,1.732733,5.423596,342.036,0
4845,image_search,2.415585,15.348945,327.151,0
4845,reranker,0.000541,16.188573,0.074,0
4845,nli,1.199428,4.245750,187.000,0
4846,image_search,2.420869,15.348945,326.311,0
4846,reranker,0.000575,16.188573,0.029,0
4846,nli,0.897120,3.308684,127.130,0
4847,image_search,2.395773,15.348945,321.508,0
4847,reranker,0.000553,16.188573,0.043,0
4847,nli,0.664276,2.648616,80.012,0
4848,image_search,2.393511,15.348945,320.986,0
4848,reranker,0.000521,16.188573,0.033,0
4848,nli,0.614288,2.084367,69.949,0
4849,image_search,2.354771,15.348945,310.959,0
4849,reranker,0.000532,16.188573,0.040,0
4849,nli,0.528993,1.868976,58.994,0
4850,image_search,2.360454,15.348945,295.568,0
4850,reranker,0.000542,16.188573,0.027,0
4850,nli,0.647827,2.255848,75.148,0
4851,image_search,2.397995,15.348945,293.551,0
4851,reranker,0.000558,16.188573,0.057,0
4851,nli,2.123746,7.531010,461.058,0
4852,image_search,2.869164,15.348945,353.184,0
4852,reranker,0.000569,16.188573,0.075,0
4852,nli,1.752990,4.667288,333.586,0
4853,image_search,3.071195,15.348945,408.794,0
4853,reranker,0.000516,16.188573,0.036,0
4853,nli,3.084368,9.972648,764.924,0
4854,image_search,2.993248,15.348945,399.295,0
4854,reranker,0.000552,16.188573,0.042,0
4854,nli,0.579841,2.121002,65.712,0
4855,image_search,2.763073,15.348945,373.203,0
4855,reranker,0.000572,16.188573,0.071,0
4855,nli,1.434014,4.536687,228.214,0
4856,image_search,2.870556,15.348945,380.098,0
4856,reranker,0.000610,16.188573,0.077,0
4856,nli,3.087992,9.972648,746.545,0
4857,image_search,3.224566,15.348945,433.764,0
4857,reranker,0.000542,16.188573,0.065,0
4857,nli,1.747893,5.936103,336.167,0
4858,image_search,2.887017,15.348945,351.479,0
4858,reranker,0.000566,16.188573,0.031,0
4858,nli,1.852150,6.030033,352.800,0
4859,image_search,2.342637,15.348945,308.629,0
4859,reranker,0.000596,16.188573,0.038,0
4859,nli,0.681343,2.511601,80.496,0
4860,image_search,2.330394,15.348945,301.037,0
4860,reranker,0.000523,16.188573,0.041,0
4860,nli,1.353043,4.316211,200.728,0
4861,image_search,2.399965,15.348945,294.606,0
4861,reranker,0.000521,16.188573,0.035,0
4861,nli,3.102953,9.972648,779.984,0
4862,image_search,2.400597,15.348945,291.261,0
4862,reranker,0.000563,16.188573,0.070,0
4862,nli,2.296068,7.056475,481.390,0
4863,image_search,2.405689,15.348945,300.624,0
4863,reranker,0.000560,16.188573,0.040,0
4863,nli,1.505995,4.929645,261.846,0
4864,image_search,2.300758,15.348945,303.621,0
4864,reranker,0.000564,16.188573,0.046,0
4864,nli,2.786757,9.972648,681.498,0
4865,image_search,2.362708,15.348945,296.133,0
4865,reranker,0.000602,16.188573,0.051,0
4865,nli,2.168914,7.330979,464.373,0
4866,image_search,2.304077,15.348945,278.148,0
4866,reranker,0.000562,16.188573,0.071,0
4866,nli,2.191422,7.111441,496.855,0
4867,image_search,2.350791,15.348945,284.766,0
4867,reranker,0.000448,16.188573,0.077,0
4867,nli,3.039894,9.972648,725.627,0
4868,image_search,2.361914,15.348945,290.578,0
4868,reranker,0.000585,16.188573,0.070,0
4868,nli,1.600604,5.401081,285.441,0
4869,image_search,2.340099,15.348945,286.432,0
4869,reranker,0.000528,16.188573,0.028,0
4869,nli,2.750867,9.972648,663.965,0
4870,image_search,2.314184,15.348945,282.442,0
4870,reranker,0.000496,16.188573,0.042,0
4870,nli,1.076948,3.241055,155.797,0
4871,image_search,2.360780,15.348945,289.842,0
4871,reranker,0.000560,16.188573,0.040,0
4871,nli,3.077840,9.972648,771.017,0
4872,image_search,2.283696,15.348945,306.009,0
4872,reranker,0.000579,16.188573,0.068,0
4872,nli,3.087317,9.972648,765.602,0
4873,image_search,2.369475,15.348945,291.238,0
4873,reranker,0.000570,16.188573,0.070,0
4873,nli,3.098061,9.972648,767.926,0
4874,image_search,3.175944,15.348945,381.099,0
4874,reranker,0.000499,16.188573,0.070,0
4874,nli,2.836498,9.833264,666.127,0
4875,image_search,3.023086,15.348945,406.934,0
4875,reranker,0.000582,16.188573,0.076,0
4875,nli,2.861424,8.634422,696.958,0
4876,image_search,3.164287,15.348945,385.173,0
4876,reranker,0.000543,16.188573,0.038,0
4876,nli,2.750935,9.972648,654.801,0
4877,image_search,2.994227,15.348945,357.996,0
4877,reranker,0.000484,16.188573,0.038,0
4877,nli,0.495937,1.706336,50.741,0
4878,image_search,2.861459,15.348945,352.430,0
4878,reranker,0.000509,16.188573,0.048,0
4878,nli,0.849389,3.231329,112.061,0
4879,image_search,2.885494,15.348945,387.014,0
4879,reranker,0.000538,16.188573,0.033,0
4879,nli,0.477057,1.720415,55.302,0
4880,image_search,2.551478,15.348945,334.283,0
4880,reranker,0.000613,16.188573,0.067,0
4880,nli,0.981786,3.371202,131.144,0
4881,image_search,2.413281,15.348945,326.760,0
4881,reranker,0.000541,16.188573,0.026,0
4881,nli,0.224800,1.242261,22.064,0
4882,image_search,2.399014,15.348945,317.719,0
4882,reranker,0.000545,16.188573,0.027,0
4882,nli,1.646875,6.382295,306.821,0
4883,image_search,2.398984,15.348945,315.166,0
4883,reranker,0.000598,16.188573,0.046,0
4883,nli,1.282166,3.959254,212.107,0
4884,image_search,2.365017,15.348945,320.614,0
4884,reranker,0.000601,16.188573,0.040,0
4884,nli,1.873830,5.081409,404.838,0
4885,image_search,2.365197,15.348945,315.997,0
4885,reranker,0.000607,16.188573,0.077,0
4885,nli,3.145407,9.972648,774.128,0
4886,image_search,2.366079,15.348945,308.037,0
4886,reranker,0.000735,16.188573,0.050,0
4886,nli,0.393977,1.512119,39.397,0
4887,image_search,2.339416,15.348945,312.752,0
4887,reranker,0.000664,16.188573,0.081,0
4887,nli,3.158273,9.972648,783.813,0
4888,image_search,2.389819,15.348945,319.087,0
4888,reranker,0.000543,16.188573,0.025,0
4888,nli,0.511867,1.884042,63.859,0
4889,image_search,2.390757,15.348945,294.870,0
4889,reranker,0.000572,16.188573,0.026,0
4889,nli,1.550926,4.996982,285.175,0
4890,image_search,2.397743,15.348945,318.825,0
4890,reranker,0.000588,16.188573,0.072,0
4890,nli,2.346680,9.972648,542.022,0
4891,image_search,2.292926,15.348945,281.378,0
4891,reranker,0.000602,16.188573,0.075,0
4891,nli,3.222000,9.972648,805.793,0
4892,image_search,2.333360,15.348945,291.466,0
4892,reranker,0.000572,16.188573,0.045,0
4892,nli,2.115747,7.123015,468.295,0
4893,image_search,2.405290,15.348945,291.890,0
4893,reranker,0.000549,16.188573,0.035,0
4893,nli,1.961907,6.548051,386.520,0
4894,image_search,2.930277,15.348945,376.583,0
4894,reranker,0.000540,16.188573,0.047,0
4894,nli,0.895218,2.875755,109.720,0
4895,image_search,2.892885,15.348945,351.906,0
4895,reranker,0.000974,16.188573,0.073,0
4895,nli,3.093815,9.972648,778.785,0
4896,image_search,3.139334,15.348945,416.461,0
4896,reranker,0.000632,16.188573,0.079,0
4896,nli,3.242090,9.972648,802.799,0
4897,image_search,3.078629,15.348945,404.767,0
4897,reranker,0.000574,16.188573,0.047,0
4897,nli,3.068592,9.972648,734.721,0
4898,image_search,3.072274,15.348945,409.918,0
4898,reranker,0.000561,16.188573,0.027,0
4898,nli,3.134612,9.972648,795.003,0
4899,image_search,3.058920,15.348945,404.996,0
4899,reranker,0.000616,16.188573,0.040,0
4899,nli,3.048925,9.972648,744.100,0
4900,image_search,2.632154,15.348945,353.813,0
4900,reranker,0.000656,16.188573,0.073,0
4900,nli,3.064169,9.972648,758.933,0
4901,image_search,2.371604,15.348945,311.716,0
4901,reranker,0.000588,16.188573,0.042,0
4901,nli,1.106668,4.386683,142.835,0
4902,image_search,2.296775,15.348945,279.151,0
4902,reranker,0.000605,16.188573,0.074,0
4902,nli,0.598292,2.103903,66.370,0
4903,image_search,2.339995,15.348945,284.350,0
4903,reranker,0.000571,16.188573,0.074,0
4903,nli,1.425040,4.067041,238.826,0
4904,image_search,2.337266,15.348945,313.654,0
4904,reranker,0.000584,16.188573,0.071,0
4904,nli,2.075113,6.276259,460.005,0
4905,image_search,2.344419,15.348945,312.416,0
4905,reranker,0.000697,16.188573,0.082,0
4905,nli,2.623167,8.867455,613.353,0
4906,image_search,2.333679,15.348945,312.144,0
4906,reranker,0.000529,16.188573,0.036,0
4906,nli,2.543808,9.972648,573.985,0
4907,image_search,2.328063,15.348945,311.372,0
4907,reranker,0.000539,16.188573,0.042,0
4907,nli,1.387873,5.836569,238.715,0
4908,image_search,2.331868,15.348945,286.918,0
4908,reranker,0.000589,16.188573,0.075,0
4908,nli,3.141619,9.972648,777.316,0
4909,image_search,2.327501,15.348945,313.536,0
4909,reranker,0.000864,16.188573,0.040,0
4909,nli,0.364975,1.586354,41.737,0
4910,image_search,2.408314,15.348945,289.838,0
4910,reranker,0.000593,16.188573,0.067,0
4910,nli,1.821017,6.935362,349.652,0
4911,image_search,2.418477,15.348945,301.142,0
4911,reranker,0.000559,16.188573,0.032,0
4911,nli,0.752236,2.292888,101.292,0
4912,image_search,2.329653,15.348945,311.999,0
4912,reranker,0.000592,16.188573,0.076,0
4912,nli,1.908955,6.287344,414.644,0
4913,image_search,2.285179,15.348945,306.784,0
4913,reranker,0.000597,16.188573,0.041,0
4913,nli,2.559650,8.470160,615.883,0
4914,image_search,2.430639,15.348945,321.028,0
4914,reranker,0.000589,16.188573,0.046,0
4914,nli,1.409622,3.775677,250.992,0
4915,image_search,2.872171,15.348945,346.862,0
4915,reranker,0.000587,16.188573,0.076,0
4915,nli,3.133040,9.972648,770.790,0
4916,image_search,3.181510,15.348945,427.349,0
4916,reranker,0.000529,16.188573,0.033,0
4916,nli,1.865904,4.876075,399.502,0
4917,image_search,2.916563,15.348945,393.290,0
4917,reranker,0.000601,16.188573,0.053,0
4917,nli,1.257497,3.617341,183.376,0
4918,image_search,2.782404,15.348945,356.665,0
4918,reranker,0.000550,16.188573,0.052,0
4918,nli,2.979894,9.663327,757.708,0
4919,image_search,3.005137,15.348945,397.259,0
4919,reranker,0.000524,16.188573,0.026,0
4919,nli,0.580016,2.077800,64.441,0
4920,image_search,2.748717,15.348945,363.945,0
4920,reranker,0.000594,16.188573,0.051,0
4920,nli,3.133269,9.972648,755.697,0
4921,image_search,2.966072,15.348945,399.475,0
4921,reranker,0.000562,16.188573,0.038,0
4921,nli,1.632238,5.640587,295.218,0
4922,image_search,2.535739,15.348945,338.135,0
4922,reranker,0.000741,16.188573,0.073,0
4922,nli,3.086475,9.972648,764.432,0
4923,image_search,2.338347,15.348945,313.481,0
4923,reranker,0.001079,16.188573,0.038,0
4923,nli,3.129503,9.972648,765.154,0
4924,image_search,2.300613,15.348945,305.314,0
4924,reranker,0.000515,16.188573,0.033,0
4924,nli,1.006543,3.152795,134.820,0
4925,image_search,2.283122,15.348945,304.488,0
4925,reranker,0.000528,16.188573,0.025,0
4925,nli,1.508096,5.757730,262.650,0
4926,image_search,2.269505,15.348945,305.114,0
4926,reranker,0.000545,16.188573,0.026,0
4926,nli,0.316387,1.438945,36.402,0
4927,image_search,2.264524,15.348945,303.115,0
4927,reranker,0.000591,16.188573,0.032,0
4927,nli,2.324419,7.067924,497.518,0
4928,image_search,2.341356,15.348945,287.032,0
4928,reranker,0.000681,16.188573,0.039,0
4928,nli,2.010799,7.773342,424.948,0
4929,image_search,2.278112,15.348945,279.178,0
4929,reranker,0.000596,16.188573,0.028,0
4929,nli,0.897932,3.174877,119.610,0
4930,image_search,2.312023,15.348945,310.002,0
4930,reranker,0.000555,16.188573,0.038,0
4930,nli,3.081775,9.972648,744.781,0
4931,image_search,2.328674,15.348945,311.107,0
4931,reranker,0.000488,16.188573,0.029,0
4931,nli,3.081402,9.972648,758.799,0
4932,image_search,2.397126,15.348945,292.754,0
4932,reranker,0.000523,16.188573,0.032,0
4932,nli,1.616391,5.401081,295.649,0
4933,image_search,2.395162,15.348945,316.042,0
4933,reranker,0.000568,16.188573,0.078,0
4933,nli,0.845361,2.757461,100.443,0
4934,image_search,2.420990,15.348945,326.715,0
4934,reranker,0.000555,16.188573,0.061,0
4934,nli,1.949421,6.393264,394.950,0
4935,image_search,2.888836,15.348945,372.157,0
4935,reranker,0.000663,16.188573,0.079,0
4935,nli,1.785141,5.619063,368.741,0
4936,image_search,2.987423,15.348945,401.744,0
4936,reranker,0.000557,16.188573,0.039,0
4936,nli,3.094854,9.972648,748.683,0
4937,image_search,3.061161,15.348945,410.818,0
4937,reranker,0.000560,16.188573,0.040,0
4937,nli,1.079936,3.706213,151.396,0
4938,image_search,2.953160,15.348945,358.526,0
4938,reranker,0.000546,16.188573,0.045,0
4938,nli,1.864834,6.005304,362.021,0
4939,image_search,2.934003,15.348945,395.997,0
4939,reranker,0.000590,16.188573,0.051,0
4939,nli,3.157384,9.972648,764.755,0
4940,image_search,3.039881,15.348945,407.218,0
4940,reranker,0.000541,16.188573,0.059,0
4940,nli,2.893244,9.972648,719.020,0
4941,image_search,2.906038,15.348945,386.884,0
4941,reranker,0.000565,16.188573,0.075,0
4941,nli,2.882041,9.972648,687.674,0
4942,image_search,2.382030,15.348945,316.976,0
4942,reranker,0.000570,16.188573,0.039,0
4942,nli,3.078821,9.972648,762.320,0
4943,image_search,2.403332,15.348945,321.116,0
4943,reranker,0.000555,16.188573,0.037,0
4943,nli,2.414797,7.317832,541.362,0
